farm_id,x,y,county,district,species,production,observed_case,p_new_case
2275,442639.663391681,4.51363458912697e6,Berks,Plainfield,chicken,broiler_2,false,0.012
2276,434625.721687751,4.51418968675938e6,Berks,Chatham,chicken,layer,false,0.0
2277,407738.693525038,4.5416447653161e6,Cumberland,Wildwood Crest,duck,conventional,false,0.0
2278,416305.32259267,4.52333541455508e6,Mifflin,Edgewater,duck,conventional,false,0.0
2279,419754.10424777,4.53559641793379e6,Cumberland,Harvey Cedars,chicken,broiler_2,false,0.008
2280,426567.910606358,4.52339752779186e6,Berks,Ocean City,chicken,broiler_2,false,0.004
2281,425717.621653665,4.51707667918177e6,Berks,Wallington,chicken,broiler_2,false,0.006
2282,433026.305463209,4.53184523475853e6,Berks,Hazlet,duck,organic,false,0.0
2283,439767.612469184,4.52578281844445e6,Berks,Carteret,chicken,broiler_2,false,0.006
2284,441884.800633249,4.51593773467449e6,Berks,Franklin Lakes,chicken,broiler_2,false,0.016
2285,433673.724477697,4.53413798822299e6,Berks,Hazlet,chicken,broiler_1,false,0.008
2286,445916.027827891,4.52469582733923e6,Berks,Little Falls,chicken,broiler_2,false,0.004
2287,441659.256374218,4.52079607776923e6,Berks,Little Falls,chicken,broiler_2,false,0.0
2288,418195.99068089,4.51975171730294e6,Mifflin,Oxford,duck,conventional,false,0.002
2289,417397.904226307,4.55888165233474e6,Cumberland,Hammonton,duck,conventional,false,0.0
2290,424724.952681655,4.56024464026612e6,Susquehanna,Lyndhurst,chicken,layer,false,0.006
2291,437542.120467592,4.51054348900788e6,Berks,Plainfield,duck,conventional,false,0.008
2292,435862.645681679,4.54640157711968e6,Berks,Manalapan,duck,conventional,false,0.002
2293,421289.481261814,4.51916039337252e6,Mifflin,Oxford,chicken,broiler_2,false,0.002
2294,428504.075844112,4.56177084137216e6,Susquehanna,Lyndhurst,duck,organic,false,0.0
2295,417641.159840742,4.55329927513305e6,Cumberland,Hammonton,duck,conventional,false,0.0
2296,413677.53844091,4.53389344618302e6,Berks,Elmer,chicken,broiler_2,false,0.008
2297,411161.361846052,4.54000287734609e6,Cumberland,Wildwood Crest,chicken,broiler_2,false,0.008
2298,419369.973554939,4.51703255721589e6,Mifflin,Penndel,chicken,broiler_2,false,0.004
2299,424517.50390015,4.53478108504485e6,Berks,Elk,duck,conventional,false,0.002
2300,432110.710840317,4.52420401294835e6,Berks,Freehold,duck,organic,false,0.002
2301,437116.151378032,4.5310442612374e6,Berks,Carteret,chicken,broiler_1,false,0.002
2302,426250.93279737,4.51253538719955e6,Mifflin,Morris Plains,chicken,broiler_2,false,0.004
2303,443997.589550463,4.52094388849848e6,Berks,Little Falls,duck,conventional,false,0.004
2304,425335.795169182,4.54134916530929e6,Berks,Liberty,duck,conventional,false,0.0
2305,423168.28863044,4.55932826006953e6,Susquehanna,Lyndhurst,chicken,layer,false,0.006
2306,408398.36849994,4.52682376153505e6,Cumberland,Mount Olive,duck,conventional,false,0.0
2307,419631.113545446,4.53434416496254e6,Cumberland,Harvey Cedars,duck,conventional,false,0.002
2308,447995.210609985,4.52015678767341e6,Berks,Little Falls,duck,conventional,false,0.0
2309,426048.116483371,4.54537662883047e6,Berks,Liberty,chicken,layer,false,0.006
2310,412520.723203685,4.54678216368786e6,Cumberland,Roxbury,chicken,broiler_2,false,0.006
2311,437554.649221256,4.5506903213684e6,Berks,Stratford,chicken,broiler_1,false,0.002
2312,439775.363258811,4.53330668806209e6,Berks,Arlington,duck,conventional,false,0.002
2313,427069.728603003,4.55710509414389e6,Susquehanna,Lyndhurst,duck,conventional,false,0.0
2314,443805.737494445,4.54527208295219e6,Berks,Manalapan,chicken,broiler_2,false,0.002
2315,438768.708059734,4.54747904819077e6,Berks,Manalapan,chicken,broiler_2,false,0.006
2316,431988.607924421,4.5162671870988e6,Berks,Chatham,chicken,broiler_2,false,0.008
2317,417727.571377612,4.52281587615823e6,Mifflin,Edgewater,duck,conventional,false,0.0
2318,414948.935050027,4.5260857019117e6,Mifflin,Edgewater,chicken,broiler_2,false,0.01
2319,425953.992254835,4.55089508275598e6,Berks,Tenafly,duck,organic,true,0.0
2320,411206.126337083,4.5464547819596e6,Cumberland,Roxbury,duck,conventional,false,0.002
2321,411064.489770454,4.55647707470431e6,Cumberland,Hammonton,duck,conventional,false,0.002
2322,422498.682531619,4.55976238431604e6,Susquehanna,Lyndhurst,chicken,broiler_2,false,0.0
2323,445667.549388899,4.53632143120536e6,Berks,Arlington,chicken,broiler_2,false,0.002
2324,411863.480998108,4.5476729961591e6,Cumberland,Roxbury,duck,conventional,false,0.002
2325,425268.323939485,4.55678645298321e6,Susquehanna,Lyndhurst,duck,conventional,false,0.0
2326,434036.368645079,4.52351387524926e6,Berks,Haddon,chicken,broiler_1,false,0.01
2327,426661.635149536,4.55145122939644e6,Berks,Tenafly,duck,conventional,false,0.0
2328,424413.65756427,4.54753332474817e6,Berks,Tenafly,duck,organic,false,0.0
2329,407596.129478978,4.54388987185485e6,Cumberland,Roxbury,duck,conventional,false,0.0
2330,403590.402631165,4.52843939494176e6,Cumberland,Mount Olive,chicken,broiler_2,false,0.008
2331,426629.353718018,4.51694873669578e6,Berks,Wallington,duck,conventional,false,0.002
2332,428686.785170381,4.55616725480725e6,Susquehanna,Lyndhurst,chicken,broiler_1,false,0.004
2333,439045.128838369,4.52848117140794e6,Berks,Carteret,chicken,broiler_2,false,0.002
2334,417469.193998799,4.52002768563084e6,Mifflin,Oxford,chicken,broiler_2,false,0.0
2335,416998.56937771,4.53906141345018e6,Cumberland,Montvale,chicken,broiler_2,false,0.004
2336,427177.906871267,4.53712290323709e6,Berks,Fairfield,duck,organic,false,0.0
2337,444067.546293666,4.53769120746545e6,Berks,Arlington,duck,conventional,false,0.002
2338,413745.845131253,4.54672246312216e6,Cumberland,Roxbury,duck,conventional,false,0.0
2339,413690.049917899,4.5234836299366e6,Mifflin,Edgewater,chicken,broiler_2,false,0.0
2340,430018.77532123,4.51282133646504e6,Berks,Chatham,duck,conventional,false,0.002
2341,417227.758688485,4.55583279507495e6,Cumberland,Hammonton,chicken,broiler_2,false,0.0
2342,421354.25829361,4.51603846644671e6,Mifflin,Penndel,chicken,broiler_1,false,0.004
2343,428562.275445209,4.56161341055604e6,Susquehanna,Lyndhurst,duck,conventional,false,0.0
2344,419611.370312587,4.52269682689222e6,Berks,Ocean City,duck,organic,false,0.0
2345,411911.768770787,4.52163674094526e6,Mifflin,Edgewater,duck,organic,false,0.0
2346,430015.549012599,4.52778046741399e6,Berks,Freehold,chicken,layer,false,0.004
2347,436154.477952084,4.54183273441971e6,Berks,Sayreville,chicken,broiler_2,false,0.006
2348,419528.8958267,4.53748221944627e6,Cumberland,Harvey Cedars,chicken,broiler_1,false,0.008
2349,411308.421846682,4.53176318340897e6,Cumberland,Mount Olive,chicken,broiler_2,false,0.006
2350,437209.69808491,4.55259971970803e6,Berks,Stratford,duck,conventional,false,0.0
2351,425675.87681836,4.52744676054113e6,Berks,Sea Bright,chicken,broiler_2,false,0.004
2352,441430.781425725,4.53789667883849e6,Berks,Hazlet,chicken,broiler_2,false,0.0
2353,431808.388558453,4.5468924018631e6,Berks,Stratford,chicken,broiler_2,false,0.002
2354,434193.45497671,4.51852534988619e6,Berks,Franklin Lakes,duck,conventional,false,0.0
2355,437934.579762276,4.5211867838859e6,Berks,Haddon,duck,organic,false,0.006
2356,422686.958508182,4.53747343048313e6,Cumberland,Harvey Cedars,chicken,broiler_2,false,0.0
2357,430726.491735405,4.54819196683172e6,Berks,Tenafly,duck,conventional,false,0.002
2358,430866.873913791,4.54322461825845e6,Berks,Liberty,chicken,broiler_2,false,0.006
2359,426035.055387618,4.5347789788189e6,Berks,Elk,duck,conventional,false,0.006
2360,413860.121895639,4.53081392523831e6,Berks,Elmer,duck,conventional,false,0.002
2361,435417.955696148,4.51581393567196e6,Berks,Chatham,duck,conventional,false,0.0
2362,420504.654362184,4.52803443806387e6,Berks,Sea Bright,chicken,broiler_2,false,0.004
2363,439132.77866863,4.51619234009394e6,Berks,Franklin Lakes,chicken,broiler_2,false,0.0
2364,439792.821382379,4.54608218582099e6,Berks,Manalapan,duck,conventional,false,0.002
2365,442920.337426687,4.52304371719992e6,Berks,Little Falls,chicken,broiler_2,false,0.006
2366,411805.713233849,4.55497499573394e6,Cumberland,Mendham,duck,organic,false,0.002
2367,445824.021827233,4.53768524249147e6,Berks,Arlington,duck,conventional,false,0.0
2368,420722.833234334,4.53190707621193e6,Berks,Elmer,duck,conventional,false,0.002
2369,422946.489714373,4.52316745847019e6,Berks,Ocean City,duck,organic,false,0.0
2370,427075.964724394,4.5218884554788e6,Berks,Ocean City,chicken,broiler_2,true,0.0
2371,421794.805967106,4.53392121658241e6,Berks,Elk,duck,conventional,false,0.0
2372,412740.819872693,4.53250028562519e6,Berks,Elmer,chicken,layer,false,0.014
2373,433831.277282335,4.54035253103901e6,Berks,Sayreville,duck,conventional,false,0.0
2374,424394.36347606,4.524909119526e6,Berks,Sea Bright,duck,conventional,false,0.002
2375,411578.566646567,4.53732967280867e6,Cumberland,Wildwood Crest,duck,conventional,false,0.004
2376,424530.265192925,4.55800715534007e6,Susquehanna,Lyndhurst,chicken,broiler_2,true,0.0
2377,410129.336583145,4.54821833610514e6,Cumberland,Roxbury,duck,conventional,false,0.002
2378,432521.428112437,4.5382137367873e6,Berks,Sayreville,chicken,broiler_2,false,0.0
2379,431081.48008533,4.51490511268066e6,Berks,Chatham,duck,conventional,false,0.0
2380,408734.691298752,4.53756882431198e6,Cumberland,Wildwood Crest,chicken,broiler_2,false,0.006
2381,428509.070185929,4.53917535616131e6,Berks,Fairfield,duck,conventional,false,0.0
2382,434121.626684399,4.54387738702255e6,Berks,Sayreville,duck,conventional,false,0.004
2383,407481.521723873,4.54284288494278e6,Cumberland,Roxbury,chicken,broiler_1,false,0.01
2384,420520.67758098,4.5416914468055e6,Cumberland,Montvale,chicken,broiler_1,false,0.002
2385,423113.531594333,4.53601784006362e6,Cumberland,Harvey Cedars,duck,conventional,false,0.002
2386,421959.090959917,4.5402844198978e6,Cumberland,Montvale,duck,organic,false,0.0
2387,423630.157051192,4.53335428302979e6,Berks,Elk,duck,conventional,false,0.0
2388,428700.747886146,4.51357172361305e6,Mifflin,Morris Plains,duck,organic,false,0.0
2389,445527.349588246,4.53849373271483e6,Berks,Arlington,chicken,broiler_2,false,0.008
2390,414823.278296748,4.53175521114567e6,Berks,Elmer,duck,conventional,false,0.002
2391,426384.078599937,4.51574784155905e6,Mifflin,Morris Plains,chicken,broiler_2,false,0.01
2392,416371.353287625,4.53871580240009e6,Cumberland,Montvale,duck,conventional,false,0.0
2393,431916.554119992,4.53215366843053e6,Berks,Elk,chicken,broiler_1,false,0.008
2394,438423.031509641,4.54338949099405e6,Berks,Manalapan,duck,conventional,false,0.0
2395,425345.122050855,4.52442305250116e6,Berks,Ocean City,chicken,broiler_2,true,0.0
2396,435691.857486477,4.53797517965199e6,Berks,Hazlet,chicken,broiler_2,true,0.0
2397,436183.504331451,4.52666014012583e6,Berks,Carteret,duck,conventional,false,0.002
2398,427438.905717326,4.51350908828893e6,Mifflin,Morris Plains,duck,conventional,false,0.002
2399,428859.967671197,4.51887266699284e6,Berks,Wallington,chicken,broiler_2,false,0.004
2400,440428.888223818,4.51145899796876e6,Berks,Plainfield,chicken,broiler_2,false,0.008
2401,442575.815330299,4.53230514324008e6,Berks,Arlington,chicken,broiler_2,false,0.0
2402,426376.648786729,4.51996297205352e6,Berks,Ocean City,chicken,broiler_2,false,0.002
2403,431110.116487255,4.54787265535169e6,Berks,Stratford,chicken,broiler_1,false,0.002
2404,426088.784608865,4.52882397583089e6,Berks,Sea Bright,chicken,broiler_1,false,0.008
2405,416847.186960846,4.53386678425103e6,Cumberland,Harvey Cedars,duck,organic,false,0.002
2406,415940.665962182,4.5418871159771e6,Cumberland,Montvale,duck,conventional,false,0.0
2407,447068.040791383,4.5246779036085e6,Berks,Little Falls,chicken,broiler_2,false,0.004
2408,423323.56352484,4.52619996138772e6,Berks,Sea Bright,duck,conventional,false,0.0
2409,440622.673911195,4.52755782038699e6,Berks,Carteret,chicken,broiler_1,false,0.008
2410,419914.428979316,4.53156160124327e6,Berks,Elmer,duck,conventional,false,0.002
2411,436115.441417299,4.52016597442625e6,Berks,Haddon,duck,conventional,false,0.0
2412,444633.849897309,4.52329639630457e6,Berks,Little Falls,duck,conventional,false,0.0
2413,423108.296138957,4.52974833320898e6,Berks,Sea Bright,chicken,broiler_2,false,0.002
2414,430523.986496427,4.54064222365254e6,Berks,Liberty,chicken,broiler_2,false,0.006
2415,416342.884390878,4.53427649106136e6,Cumberland,Harvey Cedars,duck,conventional,false,0.0
2416,443631.619284546,4.52683265631417e6,Berks,Bogota,chicken,layer,false,0.004
2417,410695.18107155,4.54419579702774e6,Cumberland,Roxbury,chicken,broiler_2,false,0.002
2418,409920.126200668,4.53647549006701e6,Cumberland,Wildwood Crest,chicken,broiler_1,false,0.006
2419,421288.160288042,4.51870003257193e6,Mifflin,Oxford,chicken,broiler_2,false,0.0
2420,429106.633439974,4.55819878140092e6,Susquehanna,Lyndhurst,chicken,broiler_1,true,0.0
2421,432015.476946093,4.54256032109852e6,Berks,Liberty,chicken,broiler_2,false,0.004
2422,413855.359438653,4.54675059545053e6,Cumberland,Roxbury,chicken,broiler_2,false,0.002
2423,413775.733807628,4.52968295091566e6,Berks,Elmer,duck,conventional,false,0.004
2424,447210.161422462,4.52430440609212e6,Berks,Little Falls,chicken,broiler_2,false,0.002
2425,429769.611683156,4.51876201084434e6,Berks,Wallington,chicken,layer,true,0.0
2426,432765.209499855,4.5568918645325e6,Susquehanna,Lyndhurst,duck,organic,false,0.004
2427,405513.989943941,4.54249460509268e6,Cumberland,Wildwood Crest,duck,conventional,false,0.0
2428,443611.166159301,4.53644196263944e6,Berks,Arlington,chicken,layer,false,0.002
2429,440053.131488737,4.54759377709463e6,Berks,Manalapan,chicken,broiler_2,false,0.004
2430,425103.146892646,4.53550154543706e6,Berks,Elk,chicken,broiler_1,false,0.0
2431,428016.777718826,4.54232508658843e6,Berks,Liberty,duck,conventional,false,0.002
2432,432048.900804312,4.55648220190744e6,Susquehanna,Lyndhurst,chicken,broiler_2,false,0.01
2433,405527.879427268,4.54361163641371e6,Cumberland,Roxbury,duck,conventional,false,0.002
2434,416648.208195493,4.55173224485595e6,Cumberland,Mendham,duck,organic,false,0.002
2435,426027.629710707,4.552835776518e6,Berks,Tenafly,chicken,broiler_2,false,0.004
2436,440848.726785831,4.51097083578915e6,Berks,Plainfield,chicken,broiler_2,false,0.016
2437,429168.399418232,4.55701123562333e6,Susquehanna,Lyndhurst,chicken,broiler_1,false,0.0
2438,441196.813876669,4.54189262414807e6,Berks,Sayreville,chicken,broiler_1,true,0.0
2439,426321.50071357,4.51588313635201e6,Mifflin,Morris Plains,duck,conventional,false,0.0
2440,436709.468659608,4.51661718499355e6,Berks,Chatham,duck,conventional,false,0.002
2441,434733.974372006,4.53143417217586e6,Berks,Carteret,chicken,broiler_2,false,0.01
2442,422334.983865987,4.53421942722805e6,Cumberland,Harvey Cedars,duck,conventional,false,0.0
2443,422658.14152727,4.53556359342702e6,Cumberland,Harvey Cedars,chicken,broiler_2,false,0.008
2444,414137.277611579,4.52282353246687e6,Mifflin,Edgewater,chicken,broiler_2,false,0.006
2445,420601.940553889,4.52383060324397e6,Mifflin,Edgewater,duck,conventional,false,0.0
2446,419397.409833514,4.53190185417934e6,Berks,Elmer,duck,conventional,false,0.0
2447,442172.603810158,4.53218336063627e6,Berks,Arlington,chicken,broiler_1,true,0.0
2448,416730.332887887,4.53248416901092e6,Berks,Elmer,chicken,broiler_2,false,0.004
2449,424157.49676246,4.52699525149459e6,Berks,Sea Bright,duck,conventional,false,0.0
2450,443422.089558175,4.50790407860586e6,Berks,Plainfield,duck,conventional,false,0.0
2451,425338.092956119,4.54983197833108e6,Berks,Tenafly,chicken,broiler_1,false,0.008
2452,429174.758603553,4.52163152168375e6,Berks,Wallington,chicken,layer,false,0.008
2453,413107.808417725,4.5499970490192e6,Cumberland,Mendham,chicken,layer,false,0.008
2454,420035.629410415,4.55008798699508e6,Berks,Tenafly,duck,conventional,false,0.0
2455,436728.720278083,4.51878971743008e6,Berks,Franklin Lakes,duck,conventional,false,0.0
2456,439123.05756806,4.52956118075316e6,Berks,Carteret,duck,organic,false,0.0
2457,407391.262799069,4.53517279620447e6,Cumberland,Wildwood Crest,duck,organic,false,0.004
2458,432637.731269808,4.51079321749265e6,Berks,Chatham,duck,conventional,false,0.0
2459,440467.168811513,4.51830082579792e6,Berks,Franklin Lakes,chicken,broiler_2,false,0.002
2460,412562.20584184,4.5516414243594e6,Cumberland,Mendham,chicken,broiler_2,false,0.004
2461,440355.319801473,4.520257114377e6,Berks,Haddon,chicken,broiler_2,false,0.006
2462,430925.633623076,4.53049422573185e6,Berks,Freehold,duck,conventional,false,0.002
2463,443192.293916874,4.53530263016486e6,Berks,Arlington,duck,conventional,false,0.002
2464,426564.056520687,4.54253175642317e6,Berks,Liberty,chicken,layer,false,0.0
2465,423683.159317332,4.5544563918815e6,Cumberland,Hammonton,chicken,broiler_2,false,0.008
2466,413818.90900991,4.5521334665954e6,Cumberland,Mendham,duck,conventional,false,0.0
2467,432955.832770631,4.54099930385644e6,Berks,Sayreville,chicken,broiler_2,true,0.0
2468,437764.432843605,4.52548078016744e6,Berks,Carteret,chicken,broiler_2,false,0.0
2469,431529.532416896,4.53391493508712e6,Berks,Elk,chicken,broiler_2,false,0.008
2470,439497.20503615,4.52324868287882e6,Berks,Bogota,duck,conventional,false,0.0
2471,409171.653671152,4.53876131920107e6,Cumberland,Wildwood Crest,chicken,broiler_2,false,0.008
2472,417296.698090388,4.5377727432219e6,Cumberland,Montvale,chicken,broiler_2,false,0.004
2473,424678.555405992,4.54974002562727e6,Berks,Tenafly,chicken,broiler_2,false,0.0
2474,431240.033472722,4.55254229518756e6,Berks,Stratford,duck,conventional,false,0.0
2475,434853.606792016,4.54729893449004e6,Berks,Stratford,chicken,layer,false,0.002
2476,425675.486458278,4.55177700760045e6,Berks,Tenafly,duck,conventional,false,0.0
2477,422706.899318947,4.52292547841693e6,Berks,Ocean City,duck,organic,false,0.004
2478,430751.145505225,4.53808861505785e6,Berks,Fairfield,duck,conventional,false,0.002
2479,441084.552007121,4.51821865244746e6,Berks,Franklin Lakes,chicken,broiler_1,false,0.004
2480,432259.570627255,4.55548678173335e6,Susquehanna,Lyndhurst,chicken,broiler_2,false,0.004
2481,435394.083010975,4.55686966746459e6,Berks,Stratford,chicken,broiler_2,true,0.0
2482,427405.755843978,4.54219294748374e6,Berks,Liberty,duck,conventional,false,0.004
2483,413564.09461216,4.53754725077327e6,Cumberland,Wildwood Crest,duck,conventional,false,0.002
2484,420387.346953862,4.54047073839175e6,Cumberland,Montvale,chicken,broiler_1,false,0.002
2485,439601.955701387,4.52920677948896e6,Berks,Carteret,duck,organic,true,0.0
2486,426390.225348742,4.53381412997981e6,Berks,Elk,chicken,broiler_2,false,0.01
2487,412950.598811184,4.531090730715e6,Cumberland,Mount Olive,chicken,broiler_2,false,0.02
2488,431162.89859172,4.51990750305879e6,Berks,Wallington,duck,conventional,false,0.004
2489,418271.914430733,4.51725334001521e6,Mifflin,Oxford,chicken,layer,false,0.006
2490,424726.542757516,4.54139952309355e6,Berks,Liberty,chicken,broiler_2,true,0.0
2491,435135.466447184,4.52930870767942e6,Berks,Carteret,chicken,broiler_1,false,0.006
2492,428190.821464994,4.55363291364076e6,Susquehanna,Lyndhurst,duck,conventional,false,0.0
2493,435407.371104409,4.51140947754395e6,Berks,Plainfield,chicken,broiler_2,false,0.004
2494,428490.387843157,4.5520497372163e6,Berks,Stratford,chicken,broiler_2,false,0.002
2495,411815.927010222,4.54976781316439e6,Cumberland,Roxbury,chicken,broiler_2,true,0.0
2496,419019.664649,4.5152457968985e6,Mifflin,Oxford,duck,conventional,false,0.0
2497,407061.885555622,4.5463432356379e6,Cumberland,Roxbury,chicken,broiler_2,false,0.004
2498,423927.316351457,4.53754518220802e6,Cumberland,Harvey Cedars,duck,conventional,false,0.002
2499,432571.018894182,4.53099071635031e6,Berks,Freehold,chicken,broiler_2,false,0.008
2500,429727.552819885,4.54831698173549e6,Berks,Tenafly,chicken,broiler_2,false,0.002
2501,415555.013486247,4.5464826911682e6,Cumberland,Mendham,duck,conventional,false,0.0
2502,449538.882259852,4.52329142762436e6,Berks,Little Falls,duck,conventional,false,0.0
2503,435608.764306188,4.53690900953939e6,Berks,Hazlet,chicken,broiler_1,false,0.004
2504,408468.558594374,4.52782559294783e6,Cumberland,Mount Olive,chicken,broiler_2,false,0.008
2505,436062.795505902,4.5313484035579e6,Berks,Carteret,duck,organic,false,0.002
2506,419620.877633699,4.52726579013703e6,Mifflin,Edgewater,duck,conventional,false,0.0
2507,412499.639173405,4.53759284359846e6,Cumberland,Wildwood Crest,duck,conventional,false,0.0
2508,410639.554467275,4.55550829228315e6,Cumberland,Hammonton,duck,conventional,false,0.002
2509,415972.990932918,4.53814666727034e6,Cumberland,Montvale,chicken,broiler_2,false,0.006
2510,410322.954483736,4.52873186159561e6,Cumberland,Mount Olive,chicken,broiler_2,false,0.014
2511,428620.88250104,4.53094712378412e6,Berks,Freehold,duck,conventional,false,0.002
2512,405558.366579629,4.53540082736054e6,Cumberland,Wildwood Crest,chicken,broiler_2,false,0.008
2513,444604.582703677,4.5242485739268e6,Berks,Little Falls,duck,organic,false,0.0
2514,444969.921063529,4.54046783785967e6,Berks,Arlington,duck,conventional,false,0.002
2515,434989.720779906,4.51667144543166e6,Berks,Franklin Lakes,chicken,broiler_2,false,0.002
2516,417773.799969644,4.52797545515826e6,Mifflin,Edgewater,chicken,broiler_2,false,0.006
2517,434417.609244848,4.53746463921307e6,Berks,Sayreville,chicken,broiler_2,false,0.002
2518,431437.925756272,4.553536003792e6,Susquehanna,Lyndhurst,duck,conventional,false,0.0
2519,436158.830375797,4.51169257723304e6,Berks,Plainfield,chicken,layer,false,0.004
2520,411026.768830757,4.51168817250868e6,Mifflin,Oxford,chicken,broiler_1,false,0.004
2521,427904.305931637,4.55588860303483e6,Susquehanna,Lyndhurst,duck,conventional,false,0.004
2522,435260.111255682,4.53635543608564e6,Berks,Hazlet,chicken,broiler_1,false,0.004
2523,428147.239459345,4.51047328962183e6,Mifflin,Morris Plains,duck,conventional,false,0.004
2524,439594.302877958,4.52054214951701e6,Berks,Haddon,chicken,broiler_1,false,0.002
2525,409030.752115292,4.53164217650422e6,Cumberland,Mount Olive,chicken,layer,false,0.01
2526,415940.888274284,4.55293822823696e6,Cumberland,Hammonton,duck,conventional,false,0.0
2527,411192.094906168,4.54457526671197e6,Cumberland,Roxbury,chicken,broiler_2,false,0.002
2528,425567.445672814,4.53748680840975e6,Berks,Fairfield,duck,organic,false,0.0
2529,427504.366233392,4.539841915982e6,Berks,Fairfield,chicken,layer,false,0.004
2530,429630.171171614,4.53671178026346e6,Berks,Fairfield,duck,conventional,false,0.0
2531,410563.415806999,4.53804194691827e6,Cumberland,Wildwood Crest,chicken,broiler_2,false,0.006
2532,409786.822055104,4.52876918983689e6,Cumberland,Mount Olive,chicken,broiler_2,false,0.01
2533,441516.914508697,4.54770415119332e6,Berks,Manalapan,duck,conventional,true,0.0
2534,446860.755214472,4.53237024211643e6,Berks,Arlington,duck,conventional,false,0.0
2535,441135.814472739,4.54273659505036e6,Berks,Sayreville,chicken,broiler_1,false,0.006
2536,417937.333374091,4.5173846638894e6,Mifflin,Oxford,chicken,broiler_2,false,0.006
2537,437949.970136541,4.5263011646044e6,Berks,Carteret,chicken,broiler_1,false,0.004
2538,423884.549458271,4.52452415627582e6,Berks,Sea Bright,chicken,broiler_2,false,0.004
2539,406492.598648541,4.53832905367015e6,Cumberland,Wildwood Crest,duck,conventional,false,0.0
2540,408956.240728204,4.53005238862505e6,Cumberland,Mount Olive,duck,conventional,false,0.0
2541,437778.476590919,4.54529924340628e6,Berks,Manalapan,chicken,broiler_2,false,0.004
2542,438186.806581201,4.51008814654003e6,Berks,Plainfield,chicken,broiler_2,false,0.01
2543,421748.717473676,4.52108600684935e6,Berks,Ocean City,chicken,broiler_1,false,0.006
2544,439656.676125711,4.53718776308097e6,Berks,Hazlet,duck,conventional,false,0.0
2545,430346.256209,4.53007661806645e6,Berks,Freehold,chicken,broiler_1,false,0.006
2546,407247.369675195,4.53451234397522e6,Cumberland,Wildwood Crest,chicken,broiler_1,false,0.008
2547,435564.69090451,4.51122915864114e6,Berks,Plainfield,chicken,broiler_1,false,0.004
2548,436176.821927232,4.52590960250092e6,Berks,Freehold,duck,organic,false,0.002
2549,411718.944641418,4.55541086919164e6,Cumberland,Hammonton,chicken,broiler_2,false,0.002
2550,419168.39277635,4.53355507272852e6,Berks,Elmer,chicken,layer,false,0.0
2551,411371.212145497,4.5291123340178e6,Cumberland,Mount Olive,duck,conventional,false,0.002
2552,413145.092376511,4.53060059608229e6,Cumberland,Mount Olive,chicken,broiler_2,false,0.008
2553,438897.910267706,4.54379121640119e6,Berks,Manalapan,chicken,layer,false,0.002
2554,413791.231080896,4.52090185488973e6,Mifflin,Edgewater,duck,conventional,false,0.002
2555,403309.957240054,4.53026361027935e6,Cumberland,Mount Olive,duck,conventional,false,0.0
2556,407463.118578676,4.53793765452643e6,Cumberland,Wildwood Crest,chicken,broiler_2,false,0.01
2557,413118.428778966,4.54791281207594e6,Cumberland,Roxbury,duck,conventional,false,0.0
2558,414417.916957428,4.51022396380395e6,Mifflin,Oxford,chicken,layer,false,0.01
2559,425090.109874675,4.52372976844847e6,Berks,Ocean City,chicken,broiler_2,true,0.0
2560,444402.368924838,4.52732237521431e6,Berks,Little Falls,chicken,broiler_1,false,0.004
2561,435525.426249376,4.51655087311986e6,Berks,Chatham,duck,conventional,false,0.002
2562,427258.10229313,4.54246047454856e6,Berks,Liberty,duck,organic,false,0.002
2563,441094.708967966,4.54252642678241e6,Berks,Sayreville,duck,conventional,false,0.0
2564,429893.877964567,4.55899019736472e6,Susquehanna,Lyndhurst,duck,conventional,false,0.002
2565,418900.276667254,4.51482868551549e6,Mifflin,Oxford,duck,organic,false,0.002
2566,429363.383306171,4.54683034329765e6,Berks,Tenafly,duck,conventional,false,0.0
2567,433029.389266626,4.53790857469199e6,Berks,Sayreville,chicken,broiler_2,false,0.002
2568,441899.351719681,4.51198353978823e6,Berks,Plainfield,duck,conventional,false,0.004
2569,438620.477921091,4.51038227724642e6,Berks,Plainfield,duck,conventional,false,0.006
2570,441612.563547912,4.52216318324409e6,Berks,Bogota,chicken,broiler_2,false,0.004
2571,430330.904354736,4.51919539690752e6,Berks,Wallington,chicken,broiler_2,false,0.002
2572,437162.335505494,4.55375736568902e6,Berks,Stratford,chicken,layer,false,0.008
2573,423240.18213036,4.51228397091413e6,Mifflin,Morris Plains,chicken,broiler_2,false,0.014
2574,438473.131378413,4.52710065986895e6,Berks,Carteret,chicken,broiler_2,false,0.0
2575,421815.93910207,4.53610411696244e6,Cumberland,Harvey Cedars,duck,organic,false,0.002
2576,408940.365986985,4.55074787148927e6,Cumberland,Roxbury,chicken,broiler_1,false,0.006
2577,446875.202115001,4.51746570964686e6,Berks,Franklin Lakes,chicken,broiler_2,false,0.018
2578,430153.058381008,4.55688784465823e6,Susquehanna,Lyndhurst,chicken,layer,false,0.002
2579,431626.05296025,4.52481379684637e6,Berks,Freehold,chicken,layer,false,0.004
2580,426053.695501452,4.51794989847087e6,Berks,Wallington,duck,conventional,false,0.002
2581,415559.210226252,4.52237285264953e6,Mifflin,Edgewater,duck,conventional,false,0.0
2582,421882.895921414,4.53878117104052e6,Cumberland,Montvale,duck,conventional,false,0.0
