trajectory,date,new_confirmed,cum_new_confirmed,new_chicken,new_duck,new_broiler_1,new_broiler_2,new_conventional,new_layer,new_organic
103,2026-01-26,2,5,2,0,0,2,0,0,0
103,2026-01-27,1,6,1,0,0,1,0,0,0
103,2026-01-28,2,8,2,0,1,1,0,0,0
103,2026-01-29,2,10,1,1,0,0,1,1,0
103,2026-01-30,3,13,2,1,1,0,0,1,1
103,2026-01-31,7,20,7,0,2,4,0,1,0
103,2026-02-01,3,23,3,0,0,3,0,0,0
103,2026-02-02,2,25,1,1,1,0,0,0,1
103,2026-02-03,0,25,0,0,0,0,0,0,0
103,2026-02-04,1,26,1,0,0,1,0,0,0
103,2026-02-05,3,29,3,0,0,3,0,0,0
103,2026-02-06,2,31,2,0,1,1,0,0,0
103,2026-02-07,1,32,0,1,0,0,0,0,1
103,2026-02-08,0,32,0,0,0,0,0,0,0
103,2026-02-09,3,35,2,1,0,0,1,2,0
103,2026-02-10,1,36,1,0,0,1,0,0,0
104,2026-01-14,0,0,0,0,0,0,0,0,0
104,2026-01-15,0,0,0,0,0,0,0,0,0
104,2026-01-16,0,0,0,0,0,0,0,0,0
104,2026-01-17,0,0,0,0,0,0,0,0,0
104,2026-01-18,0,0,0,0,0,0,0,0,0
104,2026-01-19,0,0,0,0,0,0,0,0,0
104,2026-01-20,0,0,0,0,0,0,0,0,0
104,2026-01-21,0,0,0,0,0,0,0,0,0
104,2026-01-22,0,0,0,0,0,0,0,0,0
104,2026-01-23,0,0,0,0,0,0,0,0,0
104,2026-01-24,0,0,0,0,0,0,0,0,0
104,2026-01-25,4,4,3,1,1,2,1,0,0
104,2026-01-26,1,5,1,0,0,1,0,0,0
104,2026-01-27,1,6,0,1,0,0,1,0,0
104,2026-01-28,2,8,2,0,0,0,0,2,0
104,2026-01-29,6,14,6,0,1,5,0,0,0
104,2026-01-30,2,16,2,0,1,1,0,0,0
104,2026-01-31,3,19,3,0,1,2,0,0,0
104,2026-02-01,5,24,4,1,2,2,1,0,0
104,2026-02-02,2,26,1,1,0,1,1,0,0
104,2026-02-03,2,28,1,1,0,1,1,0,0
104,2026-02-04,3,31,3,0,2,1,0,0,0
104,2026-02-05,3,34,2,1,1,1,0,0,1
104,2026-02-06,2,36,2,0,0,2,0,0,0
104,2026-02-07,3,39,3,0,2,1,0,0,0
104,2026-02-08,2,41,2,0,0,1,0,1,0
104,2026-02-09,3,44,3,0,2,1,0,0,0
104,2026-02-10,1,45,1,0,0,0,0,1,0
105,2026-01-14,0,0,0,0,0,0,0,0,0
105,2026-01-15,0,0,0,0,0,0,0,0,0
105,2026-01-16,0,0,0,0,0,0,0,0,0
105,2026-01-17,0,0,0,0,0,0,0,0,0
105,2026-01-18,0,0,0,0,0,0,0,0,0
105,2026-01-19,0,0,0,0,0,0,0,0,0
105,2026-01-20,0,0,0,0,0,0,0,0,0
105,2026-01-21,0,0,0,0,0,0,0,0,0
105,2026-01-22,0,0,0,0,0,0,0,0,0
105,2026-01-23,0,0,0,0,0,0,0,0,0
105,2026-01-24,0,0,0,0,0,0,0,0,0
105,2026-01-25,4,4,3,1,0,3,1,0,0
105,2026-01-26,4,8,4,0,1,3,0,0,0
105,2026-01-27,2,10,2,0,0,2,0,0,0
105,2026-01-28,3,13,2,1,0,1,1,1,0
105,2026-01-29,4,17,4,0,1,3,0,0,0
105,2026-01-30,2,19,2,0,0,2,0,0,0
105,2026-01-31,2,21,2,0,0,2,0,0,0
105,2026-02-01,4,25,4,0,1,3,0,0,0
105,2026-02-02,2,27,1,1,1,0,1,0,0
105,2026-02-03,2,29,2,0,2,0,0,0,0
105,2026-02-04,1,30,1,0,0,1,0,0,0
105,2026-02-05,1,31,1,0,0,1,0,0,0
105,2026-02-06,2,33,2,0,2,0,0,0,0
105,2026-02-07,1,34,1,0,1,0,0,0,0
105,2026-02-08,2,36,2,0,1,1,0,0,0
105,2026-02-09,1,37,1,0,0,1,0,0,0
105,2026-02-10,1,38,1,0,0,1,0,0,0
106,2026-01-14,0,0,0,0,0,0,0,0,0
106,2026-01-15,0,0,0,0,0,0,0,0,0
106,2026-01-16,0,0,0,0,0,0,0,0,0
106,2026-01-17,0,0,0,0,0,0,0,0,0
106,2026-01-18,0,0,0,0,0,0,0,0,0
106,2026-01-19,0,0,0,0,0,0,0,0,0
106,2026-01-20,0,0,0,0,0,0,0,0,0
106,2026-01-21,0,0,0,0,0,0,0,0,0
106,2026-01-22,0,0,0,0,0,0,0,0,0
106,2026-01-23,0,0,0,0,0,0,0,0,0
106,2026-01-24,0,0,0,0,0,0,0,0,0
106,2026-01-25,2,2,2,0,1,0,0,1,0
106,2026-01-26,3,5,2,1,0,2,1,0,0
106,2026-01-27,1,6,1,0,0,1,0,0,0
106,2026-01-28,7,13,6,1,2,3,0,1,1
106,2026-01-29,4,17,3,1,0,2,1,1,0
106,2026-01-30,2,19,1,1,1,0,1,0,0
106,2026-01-31,4,23,3,1,1,1,1,1,0
106,2026-02-01,3,26,2,1,1,1,1,0,0
106,2026-02-02,3,29,2,1,1,1,0,0,1
106,2026-02-03,1,30,0,1,0,0,1,0,0
106,2026-02-04,0,30,0,0,0,0,0,0,0
106,2026-02-05,3,33,3,0,0,2,0,1,0
106,2026-02-06,4,37,3,1,0,2,1,1,0
106,2026-02-07,2,39,1,1,0,1,0,0,1
106,2026-02-08,1,40,1,0,0,1,0,0,0
106,2026-02-09,1,41,1,0,1,0,0,0,0
106,2026-02-10,1,42,1,0,0,1,0,0,0
107,2026-01-14,0,0,0,0,0,0,0,0,0
107,2026-01-15,0,0,0,0,0,0,0,0,0
107,2026-01-16,0,0,0,0,0,0,0,0,0
107,2026-01-17,0,0,0,0,0,0,0,0,0
107,2026-01-18,0,0,0,0,0,0,0,0,0
107,2026-01-19,0,0,0,0,0,0,0,0,0
107,2026-01-20,0,0,0,0,0,0,0,0,0
107,2026-01-21,0,0,0,0,0,0,0,0,0
107,2026-01-22,0,0,0,0,0,0,0,0,0
107,2026-01-23,0,0,0,0,0,0,0,0,0
107,2026-01-24,0,0,0,0,0,0,0,0,0
107,2026-01-25,3,3,2,1,2,0,1,0,0
107,2026-01-26,4,7,4,0,1,3,0,0,0
107,2026-01-27,4,11,4,0,1,3,0,0,0
107,2026-01-28,1,12,1,0,1,0,0,0,0
107,2026-01-29,2,14,2,0,1,1,0,0,0
107,2026-01-30,3,17,3,0,2,1,0,0,0
107,2026-01-31,3,20,2,1,0,2,1,0,0
107,2026-02-01,5,25,4,1,1,2,1,1,0
107,2026-02-02,7,32,6,1,0,5,1,1,0
107,2026-02-03,3,35,3,0,2,1,0,0,0
107,2026-02-04,1,36,1,0,0,1,0,0,0
107,2026-02-05,0,36,0,0,0,0,0,0,0
107,2026-02-06,1,37,1,0,0,1,0,0,0
107,2026-02-07,2,39,1,1,0,1,1,0,0
107,2026-02-08,3,42,1,2,0,1,2,0,0
107,2026-02-09,1,43,1,0,1,0,0,0,0
107,2026-02-10,4,47,4,0,1,3,0,0,0
108,2026-01-14,0,0,0,0,0,0,0,0,0
108,2026-01-15,0,0,0,0,0,0,0,0,0
108,2026-01-16,0,0,0,0,0,0,0,0,0
108,2026-01-17,0,0,0,0,0,0,0,0,0
108,2026-01-18,0,0,0,0,0,0,0,0,0
108,2026-01-19,0,0,0,0,0,0,0,0,0
108,2026-01-20,0,0,0,0,0,0,0,0,0
108,2026-01-21,0,0,0,0,0,0,0,0,0
108,2026-01-22,0,0,0,0,0,0,0,0,0
108,2026-01-23,0,0,0,0,0,0,0,0,0
108,2026-01-24,0,0,0,0,0,0,0,0,0
108,2026-01-25,4,4,4,0,0,4,0,0,0
108,2026-01-26,8,12,6,2,2,4,1,0,1
108,2026-01-27,1,13,1,0,0,1,0,0,0
108,2026-01-28,9,22,9,0,3,5,0,1,0
108,2026-01-29,3,25,3,0,0,3,0,0,0
108,2026-01-30,4,29,3,1,1,1,1,1,0
108,2026-01-31,6,35,5,1,2,3,1,0,0
108,2026-02-01,4,39,3,1,0,3,1,0,0
108,2026-02-02,4,43,3,1,1,2,0,0,1
108,2026-02-03,6,49,5,1,1,4,0,0,1
108,2026-02-04,10,59,8,2,1,6,2,1,0
108,2026-02-05,4,63,3,1,2,1,0,0,1
108,2026-02-06,3,66,2,1,0,1,0,1,1
108,2026-02-07,4,70,2,2,1,1,2,0,0
108,2026-02-08,4,74,3,1,2,0,1,1,0
108,2026-02-09,2,76,2,0,2,0,0,0,0
108,2026-02-10,2,78,2,0,0,2,0,0,0
109,2026-01-14,0,0,0,0,0,0,0,0,0
109,2026-01-15,0,0,0,0,0,0,0,0,0
109,2026-01-16,0,0,0,0,0,0,0,0,0
109,2026-01-17,0,0,0,0,0,0,0,0,0
109,2026-01-18,0,0,0,0,0,0,0,0,0
109,2026-01-19,0,0,0,0,0,0,0,0,0
109,2026-01-20,0,0,0,0,0,0,0,0,0
109,2026-01-21,0,0,0,0,0,0,0,0,0
109,2026-01-22,0,0,0,0,0,0,0,0,0
109,2026-01-23,0,0,0,0,0,0,0,0,0
109,2026-01-24,0,0,0,0,0,0,0,0,0
109,2026-01-25,3,3,2,1,1,0,1,1,0
109,2026-01-26,6,9,6,0,1,5,0,0,0
109,2026-01-27,6,15,6,0,3,1,0,2,0
109,2026-01-28,4,19,4,0,1,3,0,0,0
109,2026-01-29,3,22,2,1,0,2,1,0,0
109,2026-01-30,3,25,1,2,1,0,2,0,0
109,2026-01-31,2,27,2,0,2,0,0,0,0
109,2026-02-01,1,28,1,0,0,1,0,0,0
109,2026-02-02,3,31,3,0,2,1,0,0,0
109,2026-02-03,6,37,3,3,1,1,2,1,1
109,2026-02-04,1,38,0,1,0,0,1,0,0
109,2026-02-05,0,38,0,0,0,0,0,0,0
109,2026-02-06,4,42,3,1,0,3,1,0,0
109,2026-02-07,2,44,1,1,0,1,1,0,0
109,2026-02-08,1,45,1,0,1,0,0,0,0
109,2026-02-09,2,47,2,0,0,2,0,0,0
109,2026-02-10,3,50,1,2,0,1,2,0,0
110,2026-01-14,0,0,0,0,0,0,0,0,0
110,2026-01-15,0,0,0,0,0,0,0,0,0
110,2026-01-16,0,0,0,0,0,0,0,0,0
110,2026-01-17,0,0,0,0,0,0,0,0,0
110,2026-01-18,0,0,0,0,0,0,0,0,0
110,2026-01-19,0,0,0,0,0,0,0,0,0
110,2026-01-20,0,0,0,0,0,0,0,0,0
110,2026-01-21,0,0,0,0,0,0,0,0,0
110,2026-01-22,0,0,0,0,0,0,0,0,0
110,2026-01-23,0,0,0,0,0,0,0,0,0
110,2026-01-24,0,0,0,0,0,0,0,0,0
110,2026-01-25,3,3,2,1,1,1,1,0,0
110,2026-01-26,1,4,1,0,1,0,0,0,0
110,2026-01-27,6,10,4,2,2,2,1,0,1
110,2026-01-28,1,11,0,1,0,0,1,0,0
110,2026-01-29,0,11,0,0,0,0,0,0,0
110,2026-01-30,3,14,2,1,1,1,0,0,1
110,2026-01-31,2,16,2,0,0,2,0,0,0
110,2026-02-01,1,17,0,1,0,0,1,0,0
110,2026-02-02,2,19,1,1,0,1,0,0,1
110,2026-02-03,0,19,0,0,0,0,0,0,0
110,2026-02-04,1,20,1,0,0,1,0,0,0
110,2026-02-05,0,20,0,0,0,0,0,0,0
110,2026-02-06,3,23,2,1,1,1,1,0,0
110,2026-02-07,1,24,1,0,0,1,0,0,0
110,2026-02-08,5,29,3,2,2,1,2,0,0
110,2026-02-09,0,29,0,0,0,0,0,0,0
110,2026-02-10,1,30,1,0,0,1,0,0,0
111,2026-01-14,0,0,0,0,0,0,0,0,0
111,2026-01-15,0,0,0,0,0,0,0,0,0
111,2026-01-16,0,0,0,0,0,0,0,0,0
111,2026-01-17,0,0,0,0,0,0,0,0,0
111,2026-01-18,0,0,0,0,0,0,0,0,0
111,2026-01-19,0,0,0,0,0,0,0,0,0
111,2026-01-20,0,0,0,0,0,0,0,0,0
111,2026-01-21,0,0,0,0,0,0,0,0,0
111,2026-01-22,0,0,0,0,0,0,0,0,0
111,2026-01-23,0,0,0,0,0,0,0,0,0
111,2026-01-24,0,0,0,0,0,0,0,0,0
111,2026-01-25,7,7,7,0,3,4,0,0,0
111,2026-01-26,4,11,3,1,1,1,1,1,0
111,2026-01-27,3,14,3,0,1,1,0,1,0
111,2026-01-28,4,18,4,0,1,3,0,0,0
111,2026-01-29,2,20,0,2,0,0,1,0,1
111,2026-01-30,0,20,0,0,0,0,0,0,0
111,2026-01-31,0,20,0,0,0,0,0,0,0
111,2026-02-01,5,25,5,0,0,5,0,0,0
111,2026-02-02,1,26,1,0,0,1,0,0,0
111,2026-02-03,3,29,3,0,0,2,0,1,0
111,2026-02-04,2,31,2,0,0,1,0,1,0
111,2026-02-05,1,32,1,0,0,1,0,0,0
111,2026-02-06,1,33,1,0,0,1,0,0,0
111,2026-02-07,1,34,0,1,0,0,1,0,0
111,2026-02-08,0,34,0,0,0,0,0,0,0
111,2026-02-09,0,34,0,0,0,0,0,0,0
111,2026-02-10,1,35,1,0,1,0,0,0,0
112,2026-01-14,0,0,0,0,0,0,0,0,0
112,2026-01-15,0,0,0,0,0,0,0,0,0
112,2026-01-16,0,0,0,0,0,0,0,0,0
112,2026-01-17,0,0,0,0,0,0,0,0,0
112,2026-01-18,0,0,0,0,0,0,0,0,0
112,2026-01-19,0,0,0,0,0,0,0,0,0
112,2026-01-20,0,0,0,0,0,0,0,0,0
112,2026-01-21,0,0,0,0,0,0,0,0,0
112,2026-01-22,0,0,0,0,0,0,0,0,0
112,2026-01-23,0,0,0,0,0,0,0,0,0
112,2026-01-24,0,0,0,0,0,0,0,0,0
112,2026-01-25,4,4,4,0,1,3,0,0,0
112,2026-01-26,3,7,3,0,1,2,0,0,0
112,2026-01-27,3,10,3,0,0,3,0,0,0
112,2026-01-28,2,12,2,0,1,1,0,0,0
112,2026-01-29,6,18,6,0,2,4,0,0,0
112,2026-01-30,4,22,4,0,0,3,0,1,0
112,2026-01-31,4,26,2,2,0,2,2,0,0
112,2026-02-01,4,30,2,2,1,1,2,0,0
112,2026-02-02,2,32,2,0,0,2,0,0,0
112,2026-02-03,4,36,3,1,1,2,1,0,0
112,2026-02-04,2,38,2,0,0,2,0,0,0
112,2026-02-05,1,39,1,0,0,1,0,0,0
112,2026-02-06,1,40,1,0,0,0,0,1,0
112,2026-02-07,2,42,2,0,1,1,0,0,0
112,2026-02-08,0,42,0,0,0,0,0,0,0
112,2026-02-09,2,44,2,0,1,1,0,0,0
112,2026-02-10,7,51,5,2,3,2,2,0,0
113,2026-01-14,0,0,0,0,0,0,0,0,0
113,2026-01-15,0,0,0,0,0,0,0,0,0
113,2026-01-16,0,0,0,0,0,0,0,0,0
113,2026-01-17,0,0,0,0,0,0,0,0,0
113,2026-01-18,0,0,0,0,0,0,0,0,0
113,2026-01-19,0,0,0,0,0,0,0,0,0
113,2026-01-20,0,0,0,0,0,0,0,0,0
113,2026-01-21,0,0,0,0,0,0,0,0,0
113,2026-01-22,0,0,0,0,0,0,0,0,0
113,2026-01-23,0,0,0,0,0,0,0,0,0
113,2026-01-24,0,0,0,0,0,0,0,0,0
113,2026-01-25,3,3,2,1,0,2,1,0,0
113,2026-01-26,6,9,5,1,3,2,1,0,0
113,2026-01-27,2,11,1,1,0,1,1,0,0
113,2026-01-28,2,13,1,1,0,1,1,0,0
113,2026-01-29,0,13,0,0,0,0,0,0,0
113,2026-01-30,6,19,5,1,1,3,1,1,0
113,2026-01-31,2,21,2,0,1,0,0,1,0
113,2026-02-01,2,23,2,0,1,1,0,0,0
113,2026-02-02,0,23,0,0,0,0,0,0,0
113,2026-02-03,4,27,4,0,3,1,0,0,0
113,2026-02-04,3,30,2,1,1,1,0,0,1
113,2026-02-05,3,33,3,0,0,3,0,0,0
113,2026-02-06,5,38,5,0,2,3,0,0,0
113,2026-02-07,1,39,1,0,0,1,0,0,0
113,2026-02-08,2,41,1,1,0,0,1,1,0
113,2026-02-09,3,44,2,1,0,1,1,1,0
113,2026-02-10,0,44,0,0,0,0,0,0,0
114,2026-01-14,0,0,0,0,0,0,0,0,0
114,2026-01-15,0,0,0,0,0,0,0,0,0
114,2026-01-16,0,0,0,0,0,0,0,0,0
114,2026-01-17,0,0,0,0,0,0,0,0,0
114,2026-01-18,0,0,0,0,0,0,0,0,0
114,2026-01-19,0,0,0,0,0,0,0,0,0
114,2026-01-20,0,0,0,0,0,0,0,0,0
114,2026-01-21,0,0,0,0,0,0,0,0,0
114,2026-01-22,0,0,0,0,0,0,0,0,0
114,2026-01-23,0,0,0,0,0,0,0,0,0
114,2026-01-24,0,0,0,0,0,0,0,0,0
114,2026-01-25,1,1,1,0,0,1,0,0,0
114,2026-01-26,4,5,4,0,0,3,0,1,0
114,2026-01-27,1,6,1,0,0,1,0,0,0
114,2026-01-28,3,9,3,0,1,2,0,0,0
114,2026-01-29,4,13,2,2,1,1,1,0,1
114,2026-01-30,6,19,4,2,1,1,1,2,1
114,2026-01-31,2,21,2,0,1,1,0,0,0
114,2026-02-01,1,22,1,0,0,1,0,0,0
114,2026-02-02,8,30,7,1,4,3,1,0,0
114,2026-02-03,3,33,3,0,2,1,0,0,0
114,2026-02-04,2,35,2,0,0,2,0,0,0
114,2026-02-05,6,41,5,1,1,3,1,1,0
114,2026-02-06,1,42,1,0,0,1,0,0,0
114,2026-02-07,5,47,5,0,3,1,0,1,0
114,2026-02-08,2,49,1,1,1,0,1,0,0
114,2026-02-09,4,53,3,1,0,2,1,1,0
114,2026-02-10,3,56,2,1,0,2,1,0,0
115,2026-01-14,0,0,0,0,0,0,0,0,0
115,2026-01-15,0,0,0,0,0,0,0,0,0
115,2026-01-16,0,0,0,0,0,0,0,0,0
115,2026-01-17,0,0,0,0,0,0,0,0,0
115,2026-01-18,0,0,0,0,0,0,0,0,0
115,2026-01-19,0,0,0,0,0,0,0,0,0
115,2026-01-20,0,0,0,0,0,0,0,0,0
115,2026-01-21,0,0,0,0,0,0,0,0,0
115,2026-01-22,0,0,0,0,0,0,0,0,0
115,2026-01-23,0,0,0,0,0,0,0,0,0
115,2026-01-24,0,0,0,0,0,0,0,0,0
115,2026-01-25,2,2,1,1,0,1,1,0,0
115,2026-01-26,2,4,2,0,1,1,0,0,0
115,2026-01-27,2,6,2,0,1,1,0,0,0
115,2026-01-28,5,11,5,0,2,3,0,0,0
115,2026-01-29,2,13,1,1,0,1,1,0,0
115,2026-01-30,7,20,2,5,0,2,1,0,4
115,2026-01-31,2,22,2,0,0,2,0,0,0
115,2026-02-01,4,26,4,0,2,2,0,0,0
115,2026-02-02,3,29,2,1,1,1,1,0,0
115,2026-02-03,5,34,4,1,0,3,1,1,0
115,2026-02-04,0,34,0,0,0,0,0,0,0
115,2026-02-05,3,37,3,0,2,1,0,0,0
115,2026-02-06,10,47,9,1,4,4,1,1,0
115,2026-02-07,8,55,6,2,0,5,2,1,0
115,2026-02-08,3,58,2,1,1,1,0,0,1
115,2026-02-09,2,60,1,1,0,1,0,0,1
115,2026-02-10,3,63,2,1,0,2,1,0,0
116,2026-01-14,0,0,0,0,0,0,0,0,0
116,2026-01-15,0,0,0,0,0,0,0,0,0
116,2026-01-16,0,0,0,0,0,0,0,0,0
116,2026-01-17,0,0,0,0,0,0,0,0,0
116,2026-01-18,0,0,0,0,0,0,0,0,0
116,2026-01-19,0,0,0,0,0,0,0,0,0
116,2026-01-20,0,0,0,0,0,0,0,0,0
116,2026-01-21,0,0,0,0,0,0,0,0,0
116,2026-01-22,0,0,0,0,0,0,0,0,0
116,2026-01-23,0,0,0,0,0,0,0,0,0
116,2026-01-24,0,0,0,0,0,0,0,0,0
116,2026-01-25,2,2,2,0,2,0,0,0,0
116,2026-01-26,3,5,1,2,0,1,1,0,1
116,2026-01-27,4,9,4,0,2,2,0,0,0
116,2026-01-28,9,18,7,2,2,4,1,1,1
116,2026-01-29,3,21,1,2,0,1,1,0,1
116,2026-01-30,3,24,2,1,0,1,1,1,0
116,2026-01-31,2,26,2,0,1,0,0,1,0
116,2026-02-01,3,29,3,0,0,3,0,0,0
116,2026-02-02,1,30,1,0,0,1,0,0,0
116,2026-02-03,1,31,0,1,0,0,1,0,0
116,2026-02-04,2,33,2,0,0,2,0,0,0
116,2026-02-05,1,34,0,1,0,0,0,0,1
116,2026-02-06,2,36,1,1,0,1,0,0,1
116,2026-02-07,0,36,0,0,0,0,0,0,0
116,2026-02-08,5,41,4,1,2,2,1,0,0
116,2026-02-09,2,43,1,1,0,1,1,0,0
116,2026-02-10,5,48,3,2,2,1,0,0,2
117,2026-01-14,0,0,0,0,0,0,0,0,0
117,2026-01-15,0,0,0,0,0,0,0,0,0
117,2026-01-16,0,0,0,0,0,0,0,0,0
117,2026-01-17,0,0,0,0,0,0,0,0,0
117,2026-01-18,0,0,0,0,0,0,0,0,0
117,2026-01-19,0,0,0,0,0,0,0,0,0
117,2026-01-20,0,0,0,0,0,0,0,0,0
117,2026-01-21,0,0,0,0,0,0,0,0,0
117,2026-01-22,0,0,0,0,0,0,0,0,0
117,2026-01-23,0,0,0,0,0,0,0,0,0
117,2026-01-24,0,0,0,0,0,0,0,0,0
117,2026-01-25,3,3,2,1,2,0,0,0,1
117,2026-01-26,3,6,2,1,1,1,1,0,0
117,2026-01-27,1,7,1,0,0,1,0,0,0
117,2026-01-28,1,8,1,0,0,1,0,0,0
117,2026-01-29,4,12,3,1,0,3,0,0,1
117,2026-01-30,5,17,4,1,1,2,1,1,0
117,2026-01-31,2,19,2,0,1,1,0,0,0
117,2026-02-01,1,20,0,1,0,0,1,0,0
117,2026-02-02,0,20,0,0,0,0,0,0,0
117,2026-02-03,4,24,4,0,1,3,0,0,0
117,2026-02-04,3,27,3,0,1,2,0,0,0
117,2026-02-05,2,29,1,1,1,0,1,0,0
117,2026-02-06,6,35,4,2,0,3,0,1,2
117,2026-02-07,1,36,1,0,0,1,0,0,0
117,2026-02-08,2,38,1,1,0,1,1,0,0
117,2026-02-09,2,40,2,0,1,1,0,0,0
117,2026-02-10,2,42,2,0,1,1,0,0,0
118,2026-01-14,0,0,0,0,0,0,0,0,0
118,2026-01-15,0,0,0,0,0,0,0,0,0
118,2026-01-16,0,0,0,0,0,0,0,0,0
118,2026-01-17,0,0,0,0,0,0,0,0,0
118,2026-01-18,0,0,0,0,0,0,0,0,0
118,2026-01-19,0,0,0,0,0,0,0,0,0
118,2026-01-20,0,0,0,0,0,0,0,0,0
118,2026-01-21,0,0,0,0,0,0,0,0,0
118,2026-01-22,0,0,0,0,0,0,0,0,0
118,2026-01-23,0,0,0,0,0,0,0,0,0
118,2026-01-24,0,0,0,0,0,0,0,0,0
118,2026-01-25,3,3,3,0,0,3,0,0,0
118,2026-01-26,6,9,4,2,1,2,1,1,1
118,2026-01-27,4,13,3,1,1,2,1,0,0
118,2026-01-28,4,17,4,0,1,3,0,0,0
118,2026-01-29,4,21,3,1,2,1,1,0,0
118,2026-01-30,0,21,0,0,0,0,0,0,0
118,2026-01-31,4,25,4,0,0,4,0,0,0
118,2026-02-01,4,29,3,1,1,2,1,0,0
118,2026-02-02,4,33,2,2,1,1,2,0,0
118,2026-02-03,1,34,1,0,0,1,0,0,0
118,2026-02-04,2,36,2,0,1,1,0,0,0
118,2026-02-05,5,41,4,1,1,2,0,1,1
118,2026-02-06,2,43,1,1,1,0,0,0,1
118,2026-02-07,1,44,0,1,0,0,1,0,0
118,2026-02-08,2,46,2,0,0,1,0,1,0
118,2026-02-09,4,50,3,1,0,2,1,1,0
118,2026-02-10,5,55,3,2,1,1,2,1,0
119,2026-01-14,0,0,0,0,0,0,0,0,0
119,2026-01-15,0,0,0,0,0,0,0,0,0
119,2026-01-16,0,0,0,0,0,0,0,0,0
119,2026-01-17,0,0,0,0,0,0,0,0,0
119,2026-01-18,0,0,0,0,0,0,0,0,0
119,2026-01-19,0,0,0,0,0,0,0,0,0
119,2026-01-20,0,0,0,0,0,0,0,0,0
119,2026-01-21,0,0,0,0,0,0,0,0,0
119,2026-01-22,0,0,0,0,0,0,0,0,0
119,2026-01-23,0,0,0,0,0,0,0,0,0
119,2026-01-24,0,0,0,0,0,0,0,0,0
119,2026-01-25,2,2,2,0,0,2,0,0,0
119,2026-01-26,0,2,0,0,0,0,0,0,0
119,2026-01-27,3,5,1,2,1,0,2,0,0
119,2026-01-28,2,7,2,0,0,2,0,0,0
119,2026-01-29,0,7,0,0,0,0,0,0,0
119,2026-01-30,1,8,1,0,0,1,0,0,0
119,2026-01-31,2,10,2,0,0,0,0,2,0
119,2026-02-01,1,11,1,0,0,1,0,0,0
119,2026-02-02,2,13,1,1,1,0,1,0,0
119,2026-02-03,3,16,1,2,0,1,2,0,0
119,2026-02-04,2,18,2,0,0,1,0,1,0
119,2026-02-05,1,19,1,0,0,1,0,0,0
119,2026-02-06,3,22,2,1,1,0,1,1,0
119,2026-02-07,1,23,0,1,0,0,1,0,0
119,2026-02-08,1,24,1,0,0,1,0,0,0
119,2026-02-09,1,25,1,0,1,0,0,0,0
119,2026-02-10,0,25,0,0,0,0,0,0,0
120,2026-01-14,0,0,0,0,0,0,0,0,0
120,2026-01-15,0,0,0,0,0,0,0,0,0
120,2026-01-16,0,0,0,0,0,0,0,0,0
120,2026-01-17,0,0,0,0,0,0,0,0,0
120,2026-01-18,0,0,0,0,0,0,0,0,0
120,2026-01-19,0,0,0,0,0,0,0,0,0
120,2026-01-20,0,0,0,0,0,0,0,0,0
120,2026-01-21,0,0,0,0,0,0,0,0,0
120,2026-01-22,0,0,0,0,0,0,0,0,0
120,2026-01-23,0,0,0,0,0,0,0,0,0
120,2026-01-24,0,0,0,0,0,0,0,0,0
120,2026-01-25,3,3,2,1,2,0,1,0,0
120,2026-01-26,3,6,1,2,1,0,2,0,0
120,2026-01-27,3,9,3,0,0,3,0,0,0
120,2026-01-28,3,12,1,2,0,1,1,0,1
120,2026-01-29,3,15,3,0,1,2,0,0,0
120,2026-01-30,5,20,5,0,1,3,0,1,0
120,2026-01-31,2,22,2,0,0,1,0,1,0
120,2026-02-01,2,24,2,0,2,0,0,0,0
120,2026-02-02,2,26,2,0,0,1,0,1,0
120,2026-02-03,1,27,0,1,0,0,0,0,1
120,2026-02-04,3,30,2,1,1,1,1,0,0
120,2026-02-05,1,31,1,0,0,1,0,0,0
120,2026-02-06,2,33,2,0,1,1,0,0,0
120,2026-02-07,0,33,0,0,0,0,0,0,0
120,2026-02-08,3,36,2,1,1,0,1,1,0
120,2026-02-09,1,37,1,0,1,0,0,0,0
120,2026-02-10,1,38,0,1,0,0,1,0,0
121,2026-01-14,0,0,0,0,0,0,0,0,0
121,2026-01-15,0,0,0,0,0,0,0,0,0
121,2026-01-16,0,0,0,0,0,0,0,0,0
121,2026-01-17,0,0,0,0,0,0,0,0,0
121,2026-01-18,0,0,0,0,0,0,0,0,0
121,2026-01-19,0,0,0,0,0,0,0,0,0
121,2026-01-20,0,0,0,0,0,0,0,0,0
121,2026-01-21,0,0,0,0,0,0,0,0,0
121,2026-01-22,0,0,0,0,0,0,0,0,0
121,2026-01-23,0,0,0,0,0,0,0,0,0
121,2026-01-24,0,0,0,0,0,0,0,0,0
121,2026-01-25,3,3,2,1,2,0,1,0,0
121,2026-01-26,2,5,1,1,1,0,1,0,0
121,2026-01-27,3,8,3,0,0,3,0,0,0
121,2026-01-28,4,12,3,1,1,1,1,1,0
121,2026-01-29,3,15,2,1,1,1,1,0,0
121,2026-01-30,0,15,0,0,0,0,0,0,0
121,2026-01-31,1,16,1,0,0,1,0,0,0
121,2026-02-01,1,17,1,0,0,1,0,0,0
121,2026-02-02,5,22,5,0,2,3,0,0,0
121,2026-02-03,1,23,1,0,1,0,0,0,0
121,2026-02-04,1,24,0,1,0,0,1,0,0
121,2026-02-05,1,25,1,0,0,1,0,0,0
121,2026-02-06,0,25,0,0,0,0,0,0,0
